k	p	c	o	f	g	s	otu
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__unknown	s__unknown	o__OTU781
k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Verrucomicrobium	s__unknown	o__OTU782
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Holosporales	f__Holosporaceae	g__unknown	s__	o__OTU788
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unknown	s__unknown	o__OTU789
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__env.OPS 17	g__unknown	s__unknown	o__OTU79
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhizobacter	s__unknown	o__OTU790
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	s__unknown	o__OTU792
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhizobacter	s__unknown	o__OTU793
k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Frankiaceae	g__Jatrophihabitans	s__unknown	o__OTU7949
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__37-13	g__unknown	s__unknown	o__OTU795
k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Nocardiaceae	g__Nocardia	s__unknown	o__OTU796
k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Ilumatobacteraceae	g__CL500-29 marine group	s__unknown	o__OTU797
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__unknown	s__unknown	o__OTU799
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__unknown	o__OTU80
k__Bacteria	p__Armatimonadota	c__Armatimonadia	o__Armatimonadales	f__Armatimonadaceae	g__Armatimonas	s__unknown	o__OTU800
k__Bacteria	p__Verrucomicrobiota	c__Chlamydiae	o__Chlamydiales	f__Parachlamydiaceae	g__unknown	s__unknown	o__OTU8009
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__unknown	s__unknown	o__OTU8010
k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__Pedococcus-Phycicoccus	s__unknown	o__OTU805
k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__unknown	s__unknown	o__OTU806
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	s__Rhodoferax sp.	o__OTU808
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Crenothrix	s__unknown	o__OTU8081
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__unknown	o__OTU81
k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__unknown	o__OTU810
k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__unknown	s__unknown	o__OTU8117
k__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__unknown	g__unknown	s__unknown	o__OTU812
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Polaromonas	s__unknown	o__OTU813
k__Bacteria	p__Actinobacteriota	c__MB-A2-108	o__unknown	f__unknown	g__unknown	s__unknown	o__OTU815
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__unknown	o__OTU8154
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__Reyranella	s__unknown	o__OTU816
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__TRA3-20	g__unknown	s__unknown	o__OTU818
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__unknown	o__OTU819
k__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__unknown	s__unknown	o__OTU82
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus	s__Sphingorhabdus wooponensis	o__OTU821
k__Bacteria	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown	o__OTU822
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Erwiniaceae	g__unknown	s__unknown	o__OTU823
k__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	s__unknown	o__OTU824
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__unknown	s__unknown	o__OTU825
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__unknown	o__OTU826
k__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__unknown	s__unknown	o__OTU828
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__PLTA13	f__unknown	g__unknown	s__unknown	o__OTU829
k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__unknown	s__unknown	o__OTU8299
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__DSSD61	s__unknown	o__OTU83
k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Lacunisphaera	s__unknown	o__OTU831
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__unknown	o__OTU832
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__unknown	g__unknown	s__unknown	o__OTU836
k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Iamiaceae	g__unknown	s__unknown	o__OTU839
k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__unknown	s__unknown	o__OTU84
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Noviherbaspirillum	s__unknown	o__OTU840
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Hyphomonadaceae	g__SWB02	s__unknown	o__OTU841
k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Ilumatobacteraceae	g__CL500-29 marine group	s__Iamia sp.	o__OTU842
k__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Isosphaerales	f__Isosphaeraceae	g__unknown	s__unknown	o__OTU843
k__Bacteria	p__Spirochaetota	c__Leptospirae	o__Leptospirales	f__Leptospiraceae	g__Leptospira	s__Leptospira idonii	o__OTU846
k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__unknown	o__OTU847
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	s__unknown	o__OTU85
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__AKYH767	g__unknown	s__unknown	o__OTU850
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Terrimonas	s__Terrimonas lutea	o__OTU851
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown	f__symbiont of Cochliopodium minus	g__unknown	s__unknown	o__OTU854
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Stenotrophomonas	s__unknown	o__OTU8559
k__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__Zavarzinella	s__unknown	o__OTU857
k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__unknown	s__unknown	o__OTU858
k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__Microtrichales	f__Iamiaceae	g__Iamia	s__unknown	o__OTU859
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Microscillaceae	g__unknown	s__unknown	o__OTU862
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__env.OPS 17	g__unknown	s__unknown	o__OTU863
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Sulfuritalea	s__unknown	o__OTU864
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__drinking water	o__OTU865
k__Bacteria	p__unknown	c__unknown	o__unknown	f__unknown	g__unknown	s__unknown	o__OTU866
k__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__unknown	s__unknown	o__OTU87
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Bradyrhizobium	s__	o__OTU870
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__unknown	g__unknown	s__unknown	o__OTU872
k__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__unknown	o__OTU874
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Reyranellales	f__Reyranellaceae	g__unknown	s__unknown	o__OTU876
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__unknown	g__unknown	s__unknown	o__OTU878
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__unknown	s__unknown	o__OTU879
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus	s__Sphingorhabdus wooponensis	o__OTU88
k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__unknown	o__OTU884
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhizobacter	s__unknown	o__OTU885
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unknown	s__unknown	o__OTU886
k__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__unknown	s__unknown	o__OTU888
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pneumoniae	o__OTU89
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__unknown	o__OTU890
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Yersiniaceae	g__Serratia	s__unknown	o__OTU891
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus	s__Sphingorhabdus wooponensis	o__OTU896
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__env.OPS 17	g__unknown	s__unknown	o__OTU899
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mutans	o__OTU90
k__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__unknown	o__OTU900
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__	o__OTU903
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__unknown	o__OTU906
k__Bacteria	p__Planctomycetota	c__OM190	o__unknown	f__unknown	g__unknown	s__unknown	o__OTU907
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__PLTA13	f__unknown	g__unknown	s__unknown	o__OTU909
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus pneumoniae	o__OTU9094
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus agalactiae	o__OTU91
k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__unknown	s__unknown	o__OTU912
k__Bacteria	p__Chloroflexi	c__TK10	o__	f__unknown	g__unknown	s__unknown	o__OTU9120
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__Candidatus Jacksonbacteria	o__OTU916
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__unknown	f__unknown	g__unknown	s__unknown	o__OTU918
k__Bacteria	p__Planctomycetota	c__vadinHA49	o__unknown	f__unknown	g__unknown	s__unknown	o__OTU919
k__Bacteria	p__Chloroflexi	c__KD4-96	o__unknown	f__unknown	g__unknown	s__unknown	o__OTU922
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Limnohabitans	s__unknown	o__OTU924
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__unknown	s__unknown	o__OTU925
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__unknown	s__	o__OTU926
k__Bacteria	p__Chloroflexi	c__AD3	o__	f__unknown	g__unknown	s__unknown	o__OTU9262
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__NS11-12 marine group	g__unknown	s__unknown	o__OTU927
k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Microbacterium	s__unknown	o__OTU929
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Dongiales	f__Dongiaceae	g__Dongia	s__unknown	o__OTU9297
k__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__Deinococcus aquatilis	o__OTU93
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Azospirillales	f__Azospirillaceae	g__Azospirillum	s__unknown	o__OTU933
k__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__unknown	f__unknown	g__unknown	s__unknown	o__OTU934
k__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Planctomycetales	f__Rubinisphaeraceae	g__Rubinisphaera	s__unknown	o__OTU936
k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus garvieae	o__OTU937
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__unknown	g__unknown	s__unknown	o__OTU938
k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus cereus	o__OTU9386
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__Rhodopseudomonas	s__unknown	o__OTU939
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__Ellin6067	s__unknown	o__OTU940
k__Bacteria	p__Actinobacteriota	c__MB-A2-108	o__unknown	f__unknown	g__unknown	s__unknown	o__OTU941
k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Microcystaceae	g__Snowella 0TU37S04	s__Snowella sp.	o__OTU9411
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__unknown	o__OTU944
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium stygium	o__OTU946
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Microscillaceae	g__unknown	s__	o__OTU948
k__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	s__unknown	o__OTU949
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Sediminibacterium	s__unknown	o__OTU95
k__Bacteria	p__Myxococcota	c__Polyangia	o__FFCH16767	f__unknown	g__unknown	s__unknown	o__OTU950
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Hymenobacteraceae	g__unknown	s__unknown	o__OTU952
k__Bacteria	p__Planctomycetota	c__vadinHA49	o__unknown	f__unknown	g__unknown	s__unknown	o__OTU953
k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Sporichthyaceae	g__Longivirga	s__unknown	o__OTU958
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingorhabdus	s__Sphingopyxis sp.	o__OTU96
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__unknown	s__unknown	o__OTU960
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__	g__unknown	s__unknown	o__OTU961
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__unknown	o__OTU962
k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Pedosphaerales	f__Pedosphaeraceae	g__unknown	s__unknown	o__OTU965
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Terrimonas	s__unknown	o__OTU966
k__Bacteria	p__Bacteroidota	c__Kapabacteria	o__Kapabacteriales	f__unknown	g__unknown	s__unknown	o__OTU967
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	s__Ferruginibacter sp.	o__OTU972
k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Geodermatophilaceae	g__Modestobacter	s__unknown	o__OTU9767
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Crocinitomicaceae	g__Fluviicola	s__unknown	o__OTU977
k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__unknown	g__unknown	s__unknown	o__OTU978
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rhodobacter	s__unknown	o__OTU980
k__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Sorangium	s__unknown	o__OTU981
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Cereibacter	s__Cereibacter changlensis	o__OTU983
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__unknown	s__unknown	o__OTU984
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__unknown	g__unknown	s__unknown	o__OTU987
k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Sporichthyaceae	g__Longivirga	s__Longivirga aurantiaca	o__OTU988
k__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Planctomycetales	f__Rubinisphaeraceae	g__unknown	s__unknown	o__OTU99
k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Group 1.1c	f__	g__unknown	s__unknown	o__OTU9929
k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__unknown	s__unknown	o__OTU993
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Rickettsiaceae	g__Rickettsia	s__unknown	o__OTU995
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae	g__unknown	s__unknown	o__OTU9953
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Elsterales	f__Elsteraceae	g__unknown	s__unknown	o__OTU996
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium stygium	o__OTU997
k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__Ktedonobacterales	f__Ktedonobacteraceae	g__HSB OF53-F07	s__	o__OTU9990
k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	g__unknown	s__unknown	o__OTU9996
