	SMPL0	SMPL1	SMPL2	SMPL3	SMPL4	SMPL5	SMPL6	SMPL7	SMPL8	SMPL9	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19
OTU236	0	2934	3905	3374	3100	2868	7049	6091	2850	1817	73	146	4	23	20	10	68	253	75	34
OTU237	0	842	1187	7484	2109	1615	1714	2933	1541	1892	974	84	1015	960	1198	750	1708	3801	1854	990
OTU238	0	298	3	0	19	1	1179	32823	27	0	2	0	0	1	0	0	49	11	8	32
OTU239	0	464	2	88	181	565	528	1064	718	293	20	14	207	221	346	307	2497	21135	3408	2323
OTU240	0	880	1113	153	1859	1244	3591	2570	1237	1661	60	55	461	371	306	513	3025	10658	3003	1469
OTU241	1	150	1039	46	357	320	2919	1369	1310	710	55	27	209	254	218	276	2553	19246	1926	1117
OTU242	0	107	35	0	4	5	91	157	32976	6	0	1	0	56	34	110	12	8	120	11
OTU243	0	9584	5622	398	2842	2886	1334	918	1090	1334	155	172	210	861	291	832	3249	1012	466	412
OTU244	0	18080	4709	8	5794	4634	112	68	18	47	0	2	0	9	6	7	78	11	16	3
OTU245	0	100	3	1	0	5	1	31889	899	0	0	11	0	7	109	4	55	0	0	0
OTU246	0	13353	4124	13	3567	5416	3614	82	55	865	25	1	13	8	121	23	176	1184	89	73
OTU247	0	191	1	2	7024	3782	6239	8430	4796	0	350	588	2	6	363	161	407	97	6	77
OTU248	0	74	111	3007	1841	1466	8426	9672	3853	741	29	21	18	33	40	5	305	1767	846	225
OTU249	1	36	182	28528	184	106	643	1236	991	102	18	16	2	2	6	7	39	182	72	43
OTU250	1	366	0	124	125	196	1390	1137	869	299	14	7	154	199	249	178	3087	18559	3705	1684
OTU251	0	107	1020	19	128	239	442	620	717	223	11	12	286	178	323	135	2916	19775	3685	1469
OTU252	0	8364	5079	10	5365	7706	1325	465	656	1154	47	7	3	42	656	548	96	552	122	69
OTU253	1	448	416	62	693	1017	644	1980	1334	829	44	127	286	306	610	474	5390	13785	2433	1165
OTU254	0	7108	2985	7458	1104	749	1188	1146	706	842	123	130	150	519	560	620	1504	2020	1150	1206
OTU255	0	259	113	49	258	432	604	1180	765	111	4	4	151	134	217	72	1338	20288	3653	1599
OTU256	1	144	579	17	448	216	353	1830	12858	385	65	5	80	116	343	241	1783	6070	2248	3440
OTU257	0	378	1630	4343	3512	3068	5781	6157	4518	1390	122	96	0	0	0	1	0	53	1	1
OTU258	2	831	1008	76	479	684	4509	1954	1520	818	32	18	276	394	422	140	2220	12161	1989	1183
OTU259	2	775	1288	18578	1040	1353	2786	2048	1099	433	86	129	20	27	2	2	197	604	161	81
OTU260	0	184	556	113	933	189	201	1786	879	906	15	136	500	1901	1579	2258	6227	10543	1162	299
OTU261	1	43	585	412	415	137	586	377	568	2315	141	151	1875	3990	953	2994	1687	7751	3737	1148
OTU262	134	228	547	17194	186	238	1757	4944	3710	609	39	75	1	5	0	0	59	9	2	0
OTU263	0	3602	2780	3228	2314	4524	3657	4860	3100	1095	147	217	2	1	0	2	0	0	5	4
OTU264	0	32	1	197	383	529	10141	8715	6779	2407	130	78	0	1	0	1	11	22	0	0
OTU265	2	1317	269	108	4676	647	2795	2172	799	1345	130	23	347	160	337	177	1896	8328	2235	1546
OTU266	0	471	269	3521	292	821	315	571	578	174	8	4	136	142	297	391	3191	13135	3140	1830
OTU267	1	2643	3750	10	627	10810	567	698	2292	556	19	57	48	1097	429	538	2263	1116	947	772
OTU268	1	792	565	899	239	1258	2099	4539	4209	940	75	106	241	178	181	463	1398	6007	3037	1995
OTU269	0	664	729	5478	2346	4708	1272	3504	1125	510	25	51	116	231	229	265	1126	5195	1049	577
OTU270	0	52	202	1256	7	40	44	16	21	4	1	0	4	81	332	3972	2766	5845	4919	9402
OTU271	0	5970	2	0	1881	3653	2766	4995	404	423	27	79	12	14	551	509	6545	510	460	97
OTU272	0	1530	572	85	0	1321	1836	17789	2814	2441	129	120	4	2	4	1	18	99	57	75
OTU273	0	825	393	75	215	996	2185	1275	1121	432	15	12	201	202	422	118	2706	13757	2450	1475
OTU274	0	2610	1297	4720	1529	1388	2383	2653	2016	2103	177	102	468	523	434	492	1032	2475	893	1315
OTU275	0	74	14379	34	3913	3955	998	3592	155	250	19	7	70	416	14	6	84	106	447	25
OTU276	2	4214	4315	6607	2478	2172	1203	171	285	831	77	30	120	211	75	86	374	893	275	3945
OTU277	0	42	12925	0	947	97	362	3814	2489	20	2	10	74	466	3940	991	785	735	460	44
OTU278	0	188	1	185	2770	4080	4686	3483	1599	811	21	51	57	55	111	22	893	6691	1855	610
OTU279	1	1147	1864	338	1389	973	4874	6005	3688	2033	265	217	53	26	65	23	587	3464	769	367
OTU280	0	1379	493	353	110	163	1160	877	534	340	29	26	297	444	452	836	5112	7350	3090	5030
OTU281	1	282	0	61	69	238	716	491	277	72	4	10	69	58	124	12	1070	19198	3853	1035
OTU282	0	356	3	24827	80	8	35	120	38	30	1	1	5	101	20	137	192	958	431	290
OTU283	0	316	80	1	2275	4250	2627	12319	1669	2294	119	63	128	407	117	85	303	277	40	98
OTU284	0	3472	2099	108	2153	1579	3143	5067	2810	2134	554	185	250	385	400	303	390	1474	591	361
OTU285	0	38	0	0	20	36	7198	7203	6120	936	38	0	188	18	2559	374	2361	213	25	108
OTU286	0	194	318	580	106	395	184	833	464	151	3	7	87	121	357	148	5422	13953	2891	1040
OTU287	0	3864	3173	1758	2834	3690	2705	3508	2760	2085	485	156	15	6	2	4	9	89	37	10
OTU288	1	190	0	19	242	314	230	499	440	460	3	5	354	105	291	46	1236	15274	3977	3193
OTU289	0	19	762	0	10	8	2365	31	5287	234	94	365	0	16811	121	597	0	0	6	9
OTU290	0	1522	2823	903	832	943	2524	2730	535	625	23	89	14	51	147	46	903	9027	2156	794
OTU291	0	12105	4843	2981	631	689	1095	2315	967	319	29	54	0	9	10	0	0	577	5	27
OTU292	0	20775	337	79	58	31	10	3656	96	10	13	1	785	7	5	58	326	160	1	12
OTU293	1	165	27	23	233	296	311	679	1056	88	10	2	137	192	361	93	2547	14632	3755	1739
OTU294	0	8370	0	1	922	237	1031	2064	1031	6316	313	154	152	570	196	460	1487	1376	811	730
OTU295	0	895	1341	85	1812	1086	3978	7640	7062	1653	276	250	0	0	0	11	0	0	4	0
OTU296	0	3815	3063	1492	2959	3753	2828	3712	2693	1269	168	168	3	1	3	5	8	64	24	13
OTU297	0	210	285	948	1456	867	2601	1252	781	3018	469	315	610	191	267	69	946	9898	1312	532
OTU298	0	549	310	1134	797	1121	3591	2002	2756	2242	598	96	522	1492	562	1244	2657	2430	1155	608
OTU299	0	685	1	152	286	332	2575	1869	1165	479	58	20	402	438	342	242	2823	10050	2823	1116
OTU300	0	63	8459	12	947	32	6008	1173	424	566	182	41	25	62	1074	18	192	1681	278	4413
OTU301	0	77	7	214	17	24	119	288	170	3335	11	0	24	41	1695	10674	2098	4422	1605	431
OTU302	0	8	1	0	72	700	3075	8025	2887	2208	389	355	92	1010	2119	1237	1286	846	521	272
OTU303	0	3781	2826	353	11268	2644	1054	352	201	72	12	5	18	67	414	451	662	350	195	166
OTU304	2	12	0	1	11	9	23	47	215	25	2	0	9	1	38	7	859	22095	1030	358
OTU305	0	2524	3769	14	3553	873	1954	2808	1522	755	67	99	13	79	75	62	643	726	303	4772
OTU306	0	628	741	56	1753	622	2159	886	1178	476	39	18	120	166	193	253	1466	9113	3065	1612
OTU307	0	2329	386	26	397	2180	1240	8552	4774	2233	140	75	73	305	65	36	154	550	891	103
OTU308	0	3346	984	15	4392	3401	2558	7633	1711	227	52	72	2	1	0	0	31	59	5	7
OTU309	0	144	4	25	82	139	864	2830	6640	1657	103	166	104	217	150	33	1572	7263	1666	811
OTU310	1	90	252	59	503	4095	1373	2606	2286	1020	166	76	156	377	577	761	3419	2487	1920	2238
OTU311	0	587	980	2155	1325	284	596	275	1591	756	39	39	257	292	1526	637	2991	6808	1994	1282
OTU312	0	349	1	51	120	244	721	1045	518	386	12	5	174	99	181	38	2710	13843	2392	1325
OTU313	0	1048	819	5	2	1	5304	2696	4972	9008	7	73	1	1	0	0	18	1	0	0
OTU314	0	136	304	24	47	160	152	185	194	47	7	15	98	39	40	46	1078	3328	17021	819
OTU315	0	0	1	22093	32	14	13	7	2	0	0	0	4	0	4	0	0	1473	0	0
OTU316	0	2055	1640	5	5051	4388	3550	1357	1061	1372	551	100	137	13	40	251	288	1217	281	205
OTU317	121	2452	1796	769	843	2730	3292	7154	2056	1392	82	288	9	16	10	44	173	227	37	31
OTU318	0	421	413	36	106	188	1502	2711	1746	365	29	31	154	244	369	79	2095	8916	2272	1329
OTU319	0	37	490	192	53	79	3197	113	6976	123	452	98	952	579	78	831	526	806	6058	1336
OTU320	1	231	0	128	164	110	439	938	669	313	10	10	103	283	176	198	2287	11908	3612	1385
OTU321	0	237	244	0	0	13735	1040	6964	516	14	125	0	3	0	0	0	0	0	0	0
OTU322	0	4197	2390	210	1171	340	4376	807	4414	1288	140	20	102	138	267	214	498	1290	287	374
OTU323	0	390	0	75	117	399	139	1357	1310	101	1	6	76	59	56	21	5458	8993	2521	1437
OTU324	1	1704	2372	2	1356	2420	976	1381	231	261	54	86	322	595	768	744	2522	4790	1315	567
OTU325	150	6269	4707	10080	716	210	26	28	28	10	0	0	2	9	19	8	29	95	12	38
OTU326	0	394	1022	48	122	567	383	587	460	198	12	8	365	201	777	65	1693	11370	2169	1918
OTU327	110	14238	4373	225	1322	299	283	262	203	9	1	3	0	959	5	2	11	0	7	0
OTU328	0	6833	4550	792	2091	3944	335	1336	255	258	21	3	55	50	532	302	186	398	221	98
OTU329	0	313	245	5	5007	11215	1293	401	1656	933	51	323	37	46	80	27	151	69	89	60
OTU330	1	860	586	1243	427	352	1076	1317	819	306	24	10	230	96	237	69	1394	9371	1987	1485
OTU331	0	227	72	211	584	430	5804	6691	5129	2061	235	123	8	12	7	0	27	167	49	16
OTU332	0	1680	1309	204	800	7220	1364	6937	771	1050	30	18	2	28	24	16	155	139	45	33
OTU333	0	248	2	93	91	216	2439	1162	984	238	4	4	72	136	229	76	2664	8494	3058	1521
OTU334	0	1592	1260	16	1446	213	768	2207	1286	574	20	3	154	101	188	106	1576	7365	1960	788
OTU335	0	276	320	4	42	26	1	927	13	5	1	79	112	26	1998	406	1114	15882	19	321
OTU336	0	544	0	61	479	437	2198	1147	1625	582	28	13	306	167	196	498	1634	8234	2203	1185
OTU337	0	493	253	313	539	2557	1291	601	249	156	15	19	190	494	261	195	1033	4276	5008	3430
OTU338	0	3165	1394	67	1531	1198	2268	4735	3061	832	175	77	106	170	267	108	357	1145	431	231
OTU339	1	111	1	403	63	10826	89	131	350	62	605	8	2097	4087	37	103	296	958	451	629
OTU340	0	13499	400	6	1748	75	496	168	990	117	4	0	8	150	133	58	313	1024	1977	124
OTU341	2	1239	304	1986	1247	1384	3384	6762	2255	2035	269	222	1	0	0	8	29	99	10	2
OTU342	0	167	0	13	63	550	5822	1613	1189	304	8	10	343	171	131	61	1301	6319	2323	799
OTU343	0	420	300	55	151	168	1119	1482	905	287	10	14	201	177	183	92	2745	9453	2453	955
OTU344	0	1	2	0	2	18	10	18757	242	201	591	5	4	102	957	18	55	44	46	53
OTU345	0	1184	1330	2965	1402	1315	4138	4628	2336	1173	63	65	3	4	41	17	90	255	42	50
OTU346	57	2328	1355	3829	744	2649	3594	3745	1867	643	61	68	0	0	0	0	59	57	0	23
OTU347	2	132	0	0	83	130	377	855	438	13389	607	187	54	2	145	33	223	136	353	3899
OTU348	2	538	703	107	224	377	1055	1055	1125	761	16	3	397	118	223	130	3913	8041	1231	698
OTU349	0	1331	0	6629	132	239	2540	2917	3131	901	143	100	73	180	128	192	947	579	94	398
OTU350	0	56	0	19915	32	39	102	150	88	26	0	3	0	0	0	5	23	26	9	12
OTU351	0	453	0	0	54	204	80	15	104	15025	1	1	1	3187	0	7	116	411	771	33
OTU352	0	4	0	0	616	72	1515	943	626	18	182	52	19	13	95	133	64	14480	522	1054
OTU353	0	260	312	46	89	141	621	1370	672	365	12	5	167	130	352	83	1773	10594	2534	858
OTU354	0	1274	1246	1044	1540	1780	4753	5142	2076	1188	91	77	1	1	3	5	12	78	18	2
OTU355	1095	623	1894	7632	521	1088	1462	2343	1737	629	75	99	28	24	37	64	213	399	134	37
OTU356	0	14647	1267	12	236	77	114	635	93	1091	4	7	13	186	658	61	830	87	8	17
OTU357	1	378	759	0	466	15	7	10	474	0	3	0	1	0	5	57	0	5217	10306	2252
OTU358	0	599	835	141	437	437	4861	5588	3512	1994	154	241	10	21	31	8	188	407	295	173
OTU359	0	136	50	6	124	6800	4439	2126	4085	155	137	179	16	18	107	93	933	345	82	97
OTU360	0	1431	1042	440	738	639	658	677	900	591	33	39	312	572	446	387	668	5204	2540	2538
OTU361	0	125	0	67	68	280	174	756	719	279	7	2	64	52	109	100	3229	11084	1763	842
OTU362	1	1004	728	50	2541	990	2026	1127	609	413	36	27	126	136	154	104	941	6262	1520	900
OTU363	4	627	1092	629	387	484	852	884	1257	582	13	16	130	83	160	158	1005	9268	1201	828
OTU364	1	143	2	14	58	150	270	529	5509	524	19	16	95	129	279	92	1553	7403	2144	686
OTU365	0	19561	2	3	1	0	0	1	3	0	0	0	0	3	0	0	0	20	0	0
OTU366	1	3	0	1	557	1	11	20	0	0	0	0	1	0	0	1115	1935	10645	3360	1879
OTU367	0	1467	2395	31	1245	471	1740	2004	1056	642	55	86	249	154	254	75	778	4814	1061	823
OTU368	0	150	2	13	45	1550	1145	2013	1732	289	5	9	232	39	109	32	743	8122	2231	916
OTU369	1	3101	1334	6	1706	2156	1049	3109	1242	687	50	39	58	267	216	254	1396	1088	629	962
OTU370	0	187	40	0	1591	3121	1916	8821	1111	1488	28	51	53	271	91	50	171	123	29	63
OTU371	0	295	336	79	150	290	4385	624	312	139	4	7	153	96	162	89	2049	7611	1528	714
OTU372	1	37	10818	5	245	21	165	99	113	277	18	0	0	1	4	34	63	7017	35	49
OTU373	0	3223	1586	126	1833	858	1696	2764	1951	1500	404	109	177	240	235	179	355	1139	397	202
OTU374	0	564	709	4061	993	2154	1509	1051	523	261	31	36	117	408	259	282	759	2317	1770	1118
OTU375	1	279	0	57	209	742	765	796	389	197	4	1	58	169	289	100	1677	9793	2366	897
OTU376	0	898	574	49	4725	1583	461	236	1070	665	40	119	25	885	1289	452	4949	234	450	50
OTU377	0	2540	418	38	3814	2395	1255	2564	700	608	79	86	90	628	311	695	682	864	608	368
OTU378	0	318	306	28	5600	2259	251	138	464	7104	22	93	0	24	200	6	1427	187	25	19
OTU379	2	440	564	12	140	174	2401	505	460	210	5	1	135	96	261	91	1350	7072	3299	1226
OTU380	0	780	616	236	751	861	2949	3855	3094	1924	282	185	68	18	28	30	449	1556	439	296
OTU381	0	986	43	7	215	5711	3448	1978	3522	227	100	174	26	67	111	125	707	351	422	144
OTU382	0	186	354	109	147	221	1721	907	729	394	14	9	137	65	130	35	3588	7577	1515	508
OTU383	0	575	10155	389	135	172	116	344	111	35	3	15	24	43	69	246	1627	2505	1103	676
OTU384	0	25	0	1032	0	17	1695	12496	1648	582	108	149	8	0	0	10	150	148	39	10
OTU385	0	7045	995	1737	5809	106	328	205	30	387	0	2	13	9	15	36	165	189	685	296
OTU386	0	38	0	13	25	53	6295	5177	3646	897	33	12	4	30	34	13	236	940	253	104
OTU387	0	552	1	160	970	773	2158	8487	3607	611	52	21	0	0	0	0	37	97	61	30
OTU388	0	13	0	17177	27	8	100	51	54	10	2	4	0	0	0	0	0	75	10	5
OTU389	0	5729	0	68	121	931	584	864	479	12	11	9	109	142	361	750	5533	1364	108	198
OTU390	0	2282	4872	7208	342	358	568	627	213	287	35	51	5	0	0	4	21	398	8	84
OTU391	0	7981	183	333	2447	2032	258	1860	721	405	31	44	14	79	24	136	241	56	33	170
OTU392	0	220	563	15	163	388	973	854	452	315	15	6	183	163	149	91	941	8068	2479	990
OTU393	0	17	14	16202	16	13	5	85	171	27	8	12	0	1	1	43	19	304	36	11
OTU394	54	557	1003	979	250	151	430	844	671	240	87	42	159	281	169	622	2396	4032	3238	713
OTU395	0	828	1697	3	1391	1547	1435	3512	474	2428	127	30	62	462	444	302	801	494	523	332
OTU396	0	2429	1697	1046	1365	1881	2287	2983	1920	935	127	97	4	3	3	0	16	58	16	20
OTU397	0	145	173	1471	296	210	150	1227	816	134	507	3	844	55	75	64	358	9492	354	359
OTU398	0	2195	1068	162	179	145	135	279	156	203	9	3	35	27	199	35	703	4323	2798	3971
OTU399	0	689	0	67	627	264	237	730	458	360	6	10	61	135	120	54	878	8595	1800	1521
OTU400	2084	124	11064	83	149	109	226	782	111	91	7	222	24	82	146	98	167	666	208	98
OTU401	0	1608	548	497	421	1051	4630	4681	1825	956	99	95	1	6	4	2	20	25	0	7
OTU402	0	467	265	1238	122	219	3811	5280	4425	426	63	103	0	0	0	0	0	0	0	0
OTU403	0	1168	0	2240	140	308	613	1175	3972	713	42	61	61	83	116	59	602	3241	1217	458
OTU404	0	2335	313	12	338	1711	853	5305	2546	1213	42	47	19	129	29	16	120	477	660	76
OTU405	0	1903	8	34	1277	1553	891	1364	596	492	101	59	77	775	587	609	1359	2263	1922	362
OTU406	1	158	48	634	118	93	144	415	468	125	2	89	19	131	477	142	1467	8141	2168	1391
OTU407	0	1287	1073	5904	1015	1924	1095	1742	870	613	70	55	2	0	8	5	46	381	72	36
OTU408	0	290	0	6	2282	965	3200	285	2500	0	24	395	1	61	39	4647	1468	0	0	0
OTU409	1	1257	650	803	252	125	1010	3343	3818	420	146	155	45	93	30	5	490	2407	584	432
OTU410	0	270	989	4	255	10400	121	1153	1203	162	20	13	16	11	17	45	247	586	299	85
OTU411	137	151	325	4593	210	114	1514	4667	2499	712	193	236	6	6	10	7	66	378	22	11
OTU412	5002	120	9263	35	108	55	119	86	68	22	2	1	14	55	104	61	127	382	106	98
OTU413	0	47	901	134	176	372	231	739	1348	240	60	137	80	19	39	210	2026	4572	2532	1908
OTU414	0	2584	2125	5013	428	455	164	253	262	52	0	2	19	49	57	26	542	1631	770	1127
OTU415	0	906	531	2273	323	312	3071	2541	2525	1348	132	52	13	99	4	0	993	285	70	79
OTU416	0	236	0	7	156	210	169	465	903	174	10	0	229	136	230	77	1126	8914	1767	713
OTU417	2298	950	6491	26	260	85	207	390	255	814	689	88	48	128	75	49	250	2224	82	102
OTU418	0	1274	1585	697	1375	1595	2701	252	3122	384	385	114	63	105	104	282	194	716	502	52
OTU419	0	14	1	8160	4	15	37	8	33	5	0	2	293	36	11	48	394	2767	647	2939
OTU420	0	66	2521	297	242	1388	417	206	203	142	11	5	28	219	46	1238	4519	1040	1432	1380
OTU421	208	38	5584	7	221	342	68	6	12	376	461	95	7	66	850	48	27	267	9	6571
OTU422	0	3121	4335	561	2188	27	287	120	830	209	58	55	12	417	185	276	936	661	367	587
OTU423	100	1205	1231	11678	15	16	107	255	60	40	8	16	1	0	7	9	121	284	46	16
OTU424	1	1473	2156	621	1418	1368	1607	1017	1063	379	78	76	31	23	56	116	777	1772	631	506
OTU425	0	241	1	32	1122	274	652	326	7296	543	16	15	15	82	549	152	2625	354	250	623
OTU426	0	405	0	49	162	234	362	418	601	375	8	7	157	156	294	40	645	8164	1732	1302
OTU427	0	169	258	9	375	689	7112	2233	2578	83	150	362	43	94	28	138	291	283	94	96
OTU428	0	8822	284	3	8	40	373	9	7	72	271	1	1	0	0	1573	2393	12	1087	20
OTU429	0	164	1088	4029	4828	636	500	317	223	151	16	20	39	33	19	14	424	1851	394	199
OTU430	0	15	701	273	1198	1431	3117	3544	1756	839	65	82	12	23	57	1	393	1075	236	101
OTU431	0	320	475	3184	45	170	186	129	97	169	11	61	243	505	376	1171	970	3879	1903	926
OTU432	0	1607	772	181	1763	613	1224	2513	1456	1167	102	63	53	361	276	357	604	919	392	328
OTU433	0	2118	463	2212	4383	151	1536	2051	129	1213	97	2	0	27	97	19	100	71	57	9
OTU434	0	55	1	7469	176	230	93	305	181	199	45	9	93	274	100	367	1505	1481	904	1198
OTU435	0	160	240	9	53	979	274	316	322	129	1	5	59	55	125	20	591	4377	4972	1954
OTU436	0	332	300	132	260	226	3252	3352	1870	1133	70	33	57	26	87	27	459	2082	544	357
OTU437	0	4270	818	28	502	614	287	790	174	1087	355	7	22	56	162	49	367	4053	521	431
OTU438	1	189	1	67	143	565	612	1024	623	343	9	19	186	183	211	36	1316	6773	1674	590
OTU439	0	652	921	365	1336	823	1660	2466	2883	1942	393	129	31	8	23	13	236	409	141	98
OTU440	0	1577	0	22	62	97	99	694	645	86	5	0	75	126	143	122	1391	6401	1940	994
OTU441	150	484	2046	7876	297	217	685	1208	983	253	42	58	2	0	4	7	81	0	57	10
OTU442	0	306	1	524	178	788	4334	4490	3019	686	43	34	0	0	0	5	5	0	2	9
OTU443	0	229	788	4321	196	251	1569	3158	2628	793	158	115	0	9	15	31	49	47	30	17
OTU444	0	1536	625	23	512	140	592	1526	3931	959	158	227	29	96	130	107	1491	1473	619	194
OTU445	0	17	0	3	0	10	21	73	816	6222	47	7	293	68	626	92	1545	3963	367	92
OTU446	0	2254	780	930	501	337	619	1138	938	589	47	127	0	806	894	961	1580	1121	67	558
OTU447	0	3384	1	16	125	328	314	770	559	91	6	4	62	115	104	28	2294	4119	1418	422
OTU448	0	0	0	0	10653	28	3025	183	44	15	0	2	7	0	15	32	83	19	0	38
OTU449	0	2846	327	1397	997	388	256	696	767	456	30	105	103	333	190	576	973	1229	981	1443
OTU450	0	1372	1787	6	251	2571	433	19	1738	32	95	110	0	314	896	1069	2964	194	2	139
OTU451	0	639	4147	299	942	3958	864	120	62	203	6	30	117	162	228	324	784	545	229	289
OTU452	0	608	669	534	1464	676	1485	2311	2417	1477	662	136	83	12	10	19	328	662	243	132
OTU453	0	136	0	15	50	161	240	514	249	132	0	4	70	88	227	104	962	9006	1334	634
OTU454	1	108	1366	29	81	119	556	710	404	167	5	4	74	74	153	171	2517	5300	1258	803
OTU455	0	304	0	66	133	244	765	565	469	275	7	7	196	98	142	88	1415	6888	1546	677
OTU456	0	146	0	997	92	72	553	963	556	57	27	13	67	130	206	77	2406	5531	1187	790
OTU457	0	900	1768	51	448	1045	369	862	596	356	49	34	276	516	343	750	1054	2449	913	1027
OTU458	0	278	421	2217	680	499	525	867	384	1144	1186	31	1203	482	449	302	549	1510	748	320
OTU459	0	110	370	10350	151	54	319	792	904	127	26	16	7	14	0	11	80	305	97	40
OTU460	99	341	340	32	268	752	2479	3042	1354	592	57	62	62	79	148	78	459	2301	747	445
OTU461	0	525	512	249	275	96	1162	3032	4062	485	104	75	39	61	41	14	314	1748	595	284
OTU462	0	546	0	66	1001	937	1655	4287	4151	441	38	63	2	11	12	41	185	50	71	111
OTU463	0	385	165	6867	433	234	695	1283	1596	286	35	29	25	5	26	11	172	1029	228	108
OTU464	0	0	0	0	0	13546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU465	0	238	0	38	100	333	572	1103	474	94	13	12	162	50	189	19	1221	7045	1234	632
OTU466	0	1171	728	3505	1327	1289	1757	2123	932	361	28	24	3	7	2	4	43	173	15	5
OTU467	0	4720	621	0	29	440	134	725	3283	315	1	4	4	452	185	58	2425	51	12	5
OTU468	0	8	2	12006	30	17	24	9	4	1	0	0	11	17	18	39	168	720	198	184
OTU469	0	3412	1	7	3227	766	1069	1080	752	342	10	11	19	20	11	8	444	1796	318	109
OTU470	0	721	436	1174	785	427	2881	2768	2583	714	58	17	15	5	3	4	149	440	131	80
OTU471	0	247	0	103	107	823	2251	1330	514	1074	30	14	109	65	164	25	1431	3770	817	459
OTU472	0	142	0	4	34	6420	1030	1765	2502	712	19	5	17	45	14	5	265	151	90	98
OTU473	0	1104	458	16	1470	408	734	3481	2492	770	74	94	14	219	899	202	170	310	212	104
OTU474	1	5100	1377	2785	53	36	57	112	108	61	45	6	17	11	54	63	380	2161	499	301
OTU475	0	2349	2664	2	4997	1083	197	770	25	232	16	5	1	61	170	130	417	13	23	40
OTU476	0	3	0	0	0	0	0	0	0	12867	6	1	9	0	25	0	134	1	109	40
OTU477	0	422	0	16	249	1979	555	842	568	363	38	23	49	252	306	331	3035	2435	890	830
OTU478	0	454	3859	3	1349	424	531	980	2060	353	10	2	48	42	102	207	576	1264	461	386
OTU479	0	3560	852	6	2304	1277	920	1338	392	1006	122	45	77	181	128	118	188	290	174	63
OTU480	0	201	0	28	101	81	135	640	378	161	3	3	150	78	93	21	1327	6863	1713	971
OTU481	0	3132	3916	1	2892	189	789	607	379	646	28	33	21	60	9	26	24	86	45	39
OTU482	0	53	694	5595	356	213	655	2605	2151	318	59	209	0	0	0	0	1	2	0	4
OTU483	0	0	1	12881	0	2	1	0	15	0	0	0	0	0	0	0	0	0	6	0
OTU484	0	434	3	37	176	399	1065	872	432	485	19	4	175	93	110	105	1038	5413	1231	780
OTU485	0	44	168	3	4	14	10436	64	54	58	0	1	27	13	22	11	144	1405	270	110
OTU486	0	0	0	445	1	12	1142	5205	4867	919	78	84	1	0	1	0	0	9	0	0
OTU487	172	1714	92	6	3804	1197	2343	511	44	115	1403	32	361	40	63	73	247	126	44	317
OTU488	1	384	562	2422	827	613	825	1088	637	437	118	28	161	352	588	313	645	1548	742	335
OTU489	159	149	0	143	121	83	818	376	634	735	240	1587	479	507	156	476	3295	887	1422	321
OTU490	0	65	0	138	77	291	4819	3921	2570	575	77	32	0	0	0	0	0	0	10	0
OTU491	0	1311	618	70	824	528	1307	1887	952	1076	131	90	95	278	427	280	512	1272	555	298
OTU492	1	395	263	5	70	53	211	667	486	125	4	2	142	74	267	30	1617	5270	1923	778
OTU493	2	340	990	246	246	737	2455	1230	1984	232	18	39	131	174	136	76	603	2216	391	130
OTU494	94	65	2148	1108	252	6002	867	297	251	138	12	7	44	15	51	41	140	450	252	123
OTU495	0	228	6	69	407	2469	390	658	287	324	4	3	45	41	156	26	652	4907	1142	542
OTU496	123	303	865	3460	258	289	1669	2446	2202	438	53	54	3	6	7	22	32	67	3	14
OTU497	0	40	235	13	77	39	2666	4369	2606	1494	74	0	2	116	156	40	247	19	14	20
OTU498	1	2105	160	5	385	3083	5245	722	26	202	22	0	115	4	58	10	0	14	19	21
OTU499	0	6441	0	0	37	0	882	17	26	3338	146	0	16	598	0	76	202	20	240	73
OTU500	0	25	680	9100	28	90	121	923	76	375	12	1	125	1	0	0	1	230	17	225
OTU501	0	350	2	10378	268	252	167	183	148	32	0	8	1	8	2	0	43	135	10	18
OTU502	0	36	0	5	123	44	93	274	203	12	0	1	70	39	46	42	827	8464	983	694
OTU503	0	214	188	21	673	2465	890	1370	895	3529	174	133	67	11	5	3	146	920	163	89
OTU504	1	1461	2100	89	1625	1631	216	275	151	969	38	15	335	146	204	63	345	1546	646	95
OTU505	0	6	99	2712	20	40	727	4219	3593	340	43	103	1	2	0	6	8	0	5	2
OTU506	0	283	535	15	18	79	918	733	434	93	2	5	108	48	60	43	702	6394	933	497
OTU507	0	2129	1624	27	632	5715	237	547	161	78	53	8	6	4	72	59	152	169	127	57
OTU508	0	59	0	16	11	20	127	316	327	53	5	0	327	323	83	85	1688	5778	2159	474
OTU509	0	129	98	195	217	460	419	809	695	423	30	58	94	338	184	399	2016	2757	1372	1128
OTU510	0	45	143	20	53	48	268	430	271	70	1	0	61	62	433	82	2082	5304	1340	1097
OTU511	115	42	1220	9190	22	15	39	85	259	59	6	51	3	26	3	36	66	414	90	61
OTU512	0	3741	439	3169	187	228	398	1157	635	179	24	25	11	9	37	3	147	1136	193	55
OTU513	27	162	1	325	45	92	517	355	250	110	2	0	60	40	138	43	956	6141	1817	692
OTU514	0	370	194	760	493	784	810	479	464	267	11	9	121	69	121	41	647	4381	1248	472
